日期,战区,渠道,型号,客户,签收金额,数量
2025-10-23,长沙,KA,KF-32GW,客户01,10005,4
2025-10-10,长沙,B2B,KFR-50GW,客户11,38836,11
2025-10-13,长沙,B2B,KFR-35GW,客户08,32665,11
2025-10-16,长沙,B2B,KFR-50GW,客户01,19507,5
2025-10-10,长沙,O2O,KFR-50LW,客户13,7811,2
2025-10-07,长沙,O2O,KF-26GW,客户17,2522,1
2025-11-24,深圳,传统,KFR-35GW,客户13,6643,3
2025-11-13,深圳,传统,KFR-26GW,客户01,3786,2
2025-11-14,深圳,传统,KFR-32GW,客户29,2274,1
2025-11-17,深圳,传统,KF-26GW,客户11,1673,1
2025-11-29,深圳,传统,KFR-35GW,客户17,2615,1
2025-11-07,深圳,传统,KFR-32GW,客户05,7066,3
2025-11-07,深圳,传统,KFR-50LW,客户12,10184,3
2025-11-01,深圳,传统,KF-35GW,客户02,4265,2
2025-11-27,深圳,传统,KF-35GW,客户15,4837,2
2025-11-02,深圳,传统,KFR-32GW,客户26,4334,2
2025-11-14,深圳,传统,KFR-32GW,客户13,6263,3
2025-11-10,深圳,传统,KF-26GW,客户17,4900,3
2025-11-01,深圳,传统,KFR-32GW,客户24,6887,3
2025-11-27,深圳,KA,KFR-50GW,客户04,10123,3
2025-11-23,深圳,KA,KF-26GW,客户04,4180,2
2025-11-03,深圳,KA,KF-26GW,客户02,6266,3
2025-11-06,深圳,KA,KFR-100LW,客户02,24609,5
2025-11-10,深圳,KA,KF-35GW,客户04,13048,5
2025-11-13,深圳,KA,KFR-50LW,客户04,21962,6
2025-11-18,深圳,KA,KF-32GW,客户25,5168,2
2025-11-04,深圳,KA,KF-32GW,客户03,15102,6
2025-11-06,深圳,KA,KFR-26GW,客户01,11626,5
2025-11-15,深圳,KA,KFR-26GW,客户16,4674,2
2025-11-22,深圳,KA,KF-26GW,客户08,4632,2
2025-11-02,深圳,KA,KF-35GW,客户19,7708,3
2025-11-28,深圳,KA,KFR-50LW,客户28,13556,4
2025-11-02,深圳,KA,KF-35GW,客户27,9117,4
2025-11-08,深圳,B2B,KFR-32GW,客户05,20180,7
2025-11-27,深圳,B2B,KFR-32GW,客户03,56258,19
2025-11-05,深圳,B2B,KFR-32GW,客户11,28354,10
2025-11-18,深圳,B2B,KFR-50LW,客户05,30573,8
2025-11-12,深圳,B2B,KFR-26GW,客户17,35264,15
2025-11-02,深圳,B2B,KFR-26GW,客户26,29728,12
2025-11-28,深圳,B2B,KF-32GW,客户19,20199,8
2025-11-16,深圳,B2B,KFR-32GW,客户14,21500,7
2025-11-15,深圳,O2O,KFR-100LW,客户04,11009,2
2025-11-21,深圳,O2O,KF-35GW,客户03,5740,2
2025-11-15,深圳,O2O,KFR-50GW,客户26,3928,1
2025-11-13,广州,传统,KFR-35GW,客户02,7026,3
2025-11-24,广州,传统,KF-50GW,客户25,4542,2
2025-11-29,广州,传统,KFR-26GW,客户21,2025,1
2025-11-05,广州,传统,KFR-50LW,客户03,6186,2
2025-11-24,广州,传统,KF-32GW,客户06,3768,2
2025-11-12,广州,传统,KFR-50GW,客户28,5886,2
2025-11-07,广州,传统,KFR-35GW,客户15,2365,1
2025-11-22,广州,传统,KF-26GW,客户12,5205,3
2025-11-14,广州,传统,KF-26GW,客户06,3299,2
2025-11-05,广州,传统,KFR-35GW,客户05,4636,2
2025-11-25,广州,传统,KFR-50GW,客户11,5575,2
2025-11-18,广州,KA,KFR-50GW,客户03,15111,4
2025-11-01,广州,KA,KF-32GW,客户15,12741,6
2025-11-09,广州,KA,KF-26GW,客户07,6822,3
2025-11-26,广州,KA,KF-50GW,客户16,9034,3
2025-11-08,广州,KA,KFR-32GW,客户07,12596,5
2025-11-20,广州,KA,KF-32GW,客户02,11355,5
2025-11-22,广州,KA,KFR-50LW,客户14,8149,2
2025-11-02,广州,KA,KFR-26GW,客户01,5121,2
2025-11-07,广州,KA,KFR-35GW,客户01,11544,4
2025-11-30,广州,KA,KF-26GW,客户28,8887,4
2025-11-16,广州,KA,KFR-35GW,客户26,13778,5
2025-11-14,广州,B2B,KFR-32GW,客户05,28769,10
2025-11-06,广州,B2B,KFR-26GW,客户26,43664,18
2025-11-04,广州,B2B,KFR-50LW,客户14,48699,13
2025-11-04,广州,B2B,KFR-120LW,客户02,88246,19
2025-11-25,广州,B2B,KF-26GW,客户02,36827,17
2025-11-30,广州,B2B,KFR-26GW,客户16,39856,16
2025-11-22,广州,B2B,KFR-50GW,客户12,77042,19
2025-11-03,广州,O2O,KF-32GW,客户30,5112,2
2025-11-30,广州,O2O,KFR-32GW,客户14,6331,2
2025-11-10,广州,O2O,KF-26GW,客户15,5001,2
2025-11-20,东莞,传统,KF-35GW,客户01,6695,3
2025-11-12,东莞,传统,KF-35GW,客户07,2096,1
2025-11-01,东莞,传统,KF-32GW,客户03,4374,2
2025-11-21,东莞,传统,KFR-50GW,客户26,2837,1
2025-11-09,东莞,传统,KFR-32GW,客户05,4597,2
2025-11-22,东莞,传统,KF-26GW,客户19,3586,2
2025-11-01,东莞,传统,KFR-26GW,客户11,2083,1
2025-11-07,东莞,传统,KF-26GW,客户01,3295,2
2025-11-13,东莞,传统,KF-35GW,客户07,2081,1
2025-11-14,东莞,KA,KF-32GW,客户23,11470,5
2025-11-16,东莞,KA,KF-26GW,客户02,8559,4
2025-11-30,东莞,KA,KFR-35GW,客户01,13459,5
2025-11-01,东莞,KA,KFR-120LW,客户21,20833,4
2025-11-08,东莞,KA,KF-32GW,客户21,4378,2
2025-11-03,东莞,KA,KFR-26GW,客户06,6755,3
2025-11-24,东莞,KA,KF-32GW,客户01,4689,2
2025-11-28,东莞,KA,KF-32GW,客户24,15152,6
2025-11-26,东莞,KA,KF-50GW,客户14,12920,4
2025-11-03,东莞,B2B,KFR-72LW,客户01,41317,9
2025-11-01,东莞,B2B,KFR-32GW,客户17,21228,7
2025-11-11,东莞,B2B,KFR-50GW,客户16,41173,11
2025-11-23,东莞,B2B,KFR-72LW,客户03,49537,11
2025-11-19,东莞,B2B,KF-50GW,客户13,30629,10
2025-11-03,东莞,O2O,KFR-26GW,客户03,2763,1
2025-11-07,东莞,O2O,KFR-32GW,客户03,3247,1
2025-11-28,南宁,传统,KF-26GW,客户01,1714,1
2025-11-10,南宁,传统,KFR-35GW,客户30,2200,1
2025-11-07,南宁,传统,KFR-72LW,客户10,7410,2
2025-11-29,南宁,传统,KFR-50GW,客户22,8619,3
2025-11-03,南宁,传统,KF-50GW,客户04,2618,1
2025-11-14,南宁,传统,KFR-26GW,客户10,6240,3
2025-11-15,南宁,传统,KFR-26GW,客户19,5969,3
2025-11-23,南宁,KA,KF-26GW,客户01,13191,6
2025-11-19,南宁,KA,KF-26GW,客户16,3857,2
2025-11-12,南宁,KA,KFR-32GW,客户23,12508,5
2025-11-18,南宁,KA,KFR-50LW,客户19,15777,4
2025-11-14,南宁,KA,KF-50GW,客户03,19538,6
2025-11-15,南宁,KA,KFR-50GW,客户09,18496,5
2025-11-14,南宁,KA,KF-32GW,客户09,7523,3
2025-11-28,南宁,B2B,KF-32GW,客户20,45701,17
2025-11-29,南宁,B2B,KFR-100LW,客户07,22587,5
2025-11-07,南宁,B2B,KFR-32GW,客户13,29153,10
2025-11-06,南宁,O2O,KFR-50GW,客户02,8252,2
2025-11-08,南宁,O2O,KFR-35GW,客户28,7079,2
2025-11-22,长沙,传统,KFR-72LW,客户10,7196,2
2025-11-11,长沙,传统,KFR-26GW,客户28,1911,1
2025-11-26,长沙,传统,KF-26GW,客户13,1815,1
2025-11-21,长沙,传统,KFR-32GW,客户09,4922,2
2025-11-20,长沙,传统,KFR-32GW,客户14,6263,3
2025-11-12,长沙,KA,KFR-35GW,客户18,8210,3
2025-11-07,长沙,KA,KFR-50LW,客户09,7004,2
2025-11-21,长沙,KA,KF-35GW,客户16,10354,4
2025-11-11,长沙,KA,KF-35GW,客户29,9553,4
2025-11-26,长沙,KA,KF-26GW,客户26,8473,4
2025-11-19,长沙,B2B,KF-50GW,客户03,40519,12
2025-11-13,长沙,B2B,KFR-50GW,客户01,28351,8
2025-11-24,长沙,O2O,KFR-72LW,客户01,8840,2
2025-12-23,深圳,传统,KFR-50GW,客户20,5916,2
2025-12-01,深圳,传统,KFR-32GW,客户23,2132,1
2025-12-18,深圳,传统,KFR-35GW,客户22,4808,2
2025-12-29,深圳,传统,KFR-32GW,客户04,4228,2
2025-12-07,深圳,传统,KFR-50LW,客户22,9238,3
2025-12-29,深圳,传统,KF-35GW,客户13,2109,1
2025-12-08,深圳,传统,KFR-32GW,客户21,4494,2
2025-12-10,深圳,传统,KF-26GW,客户08,1786,1
2025-12-03,深圳,传统,KFR-26GW,客户15,4003,2
2025-12-06,深圳,传统,KFR-35GW,客户20,2279,1
2025-12-30,深圳,传统,KFR-72LW,客户19,3574,1
2025-12-19,深圳,传统,KFR-35GW,客户04,6940,3
2025-12-02,深圳,传统,KFR-26GW,客户28,1890,1
2025-12-13,深圳,传统,KF-32GW,客户11,4204,2
2025-12-06,深圳,KA,KFR-72LW,客户15,22783,5
2025-12-25,深圳,KA,KFR-35GW,客户22,5611,2
2025-12-24,深圳,KA,KFR-50LW,客户25,7144,2
2025-12-04,深圳,KA,KF-26GW,客户02,4461,2
2025-12-03,深圳,KA,KFR-50LW,客户27,10967,3
2025-12-03,深圳,KA,KF-26GW,客户29,9056,4
2025-12-14,深圳,KA,KFR-50LW,客户11,22701,6
2025-12-07,深圳,KA,KFR-100LW,客户07,13751,3
2025-12-08,深圳,KA,KFR-50GW,客户02,13842,4
2025-12-23,深圳,KA,KFR-32GW,客户15,17135,6
2025-12-25,深圳,KA,KFR-32GW,客户01,8087,3
2025-12-25,深圳,KA,KFR-32GW,客户02,7647,3
2025-12-25,深圳,KA,KFR-100LW,客户07,28077,6
2025-12-19,深圳,KA,KFR-35GW,客户01,14226,5
2025-12-23,深圳,B2B,KFR-32GW,客户10,45001,16
2025-12-01,深圳,B2B,KFR-26GW,客户25,24222,10
2025-12-09,深圳,B2B,KF-35GW,客户18,38593,14
2025-12-09,深圳,B2B,KFR-50LW,客户10,40873,10
2025-12-13,深圳,B2B,KFR-35GW,客户05,36858,13
2025-12-22,深圳,B2B,KFR-26GW,客户04,10866,5
2025-12-04,深圳,B2B,KFR-50LW,客户07,40929,10
2025-12-24,深圳,B2B,KFR-26GW,客户21,27817,11
2025-12-12,深圳,O2O,KF-26GW,客户03,5401,2
2025-12-09,深圳,O2O,KFR-50GW,客户15,3683,1
2025-12-07,深圳,O2O,KFR-32GW,客户01,2984,1
2025-12-24,深圳,O2O,KF-32GW,客户24,2574,1
2025-12-30,广州,传统,KF-50GW,客户13,2616,1
2025-12-31,广州,传统,KFR-50LW,客户12,6260,2
2025-12-28,广州,传统,KFR-32GW,客户14,2052,1
2025-12-10,广州,传统,KFR-26GW,客户01,2150,1
2025-12-04,广州,传统,KFR-50GW,客户18,2777,1
2025-12-12,广州,传统,KFR-26GW,客户03,2096,1
2025-12-10,广州,传统,KFR-26GW,客户07,1910,1
2025-12-30,广州,传统,KF-26GW,客户25,3733,2
2025-12-04,广州,传统,KF-32GW,客户21,2069,1
2025-12-30,广州,传统,KF-35GW,客户18,6532,3
2025-12-24,广州,传统,KFR-50GW,客户01,2599,1
2025-12-19,广州,KA,KF-32GW,客户12,14345,6
2025-12-07,广州,KA,KFR-50GW,客户18,10559,3
2025-12-15,广州,KA,KFR-26GW,客户16,4923,2
2025-12-29,广州,KA,KFR-50GW,客户29,21155,6
2025-12-07,广州,KA,KFR-26GW,客户01,9175,4
2025-12-31,广州,KA,KF-32GW,客户01,8839,4
2025-12-02,广州,KA,KF-32GW,客户03,12707,5
2025-12-18,广州,KA,KF-32GW,客户22,10177,5
2025-12-10,广州,KA,KF-35GW,客户09,7538,3
2025-12-27,广州,KA,KFR-35GW,客户13,13262,5
2025-12-11,广州,KA,KFR-50GW,客户02,13803,4
2025-12-19,广州,KA,KF-26GW,客户06,6128,3
2025-12-29,广州,B2B,KFR-50GW,客户06,53973,14
2025-12-31,广州,B2B,KFR-50LW,客户11,66479,16
2025-12-15,广州,B2B,KFR-50GW,客户13,32431,9
2025-12-29,广州,B2B,KFR-50GW,客户11,38408,10
2025-12-27,广州,B2B,KFR-26GW,客户10,21181,9
2025-12-27,广州,B2B,KF-26GW,客户23,20003,9
2025-12-04,广州,B2B,KF-26GW,客户22,40984,17
2025-12-09,广州,O2O,KFR-50LW,客户10,4434,1
2025-12-26,广州,O2O,KF-35GW,客户15,2974,1
2025-12-18,广州,O2O,KFR-35GW,客户02,6229,2
2025-12-23,东莞,传统,KFR-50LW,客户22,2840,1
2025-12-21,东莞,传统,KF-26GW,客户02,5202,3
2025-12-17,东莞,传统,KFR-50GW,客户22,2822,1
2025-12-23,东莞,传统,KF-26GW,客户10,1617,1
2025-12-21,东莞,传统,KF-35GW,客户04,4192,2
2025-12-01,东莞,传统,KFR-26GW,客户21,2002,1
2025-12-03,东莞,传统,KFR-26GW,客户02,2008,1
2025-12-31,东莞,传统,KFR-32GW,客户28,4124,2
2025-12-12,东莞,传统,KFR-35GW,客户07,6901,3
2025-12-21,东莞,KA,KFR-50GW,客户13,16956,5
2025-12-12,东莞,KA,KFR-72LW,客户01,22461,5
2025-12-25,东莞,KA,KFR-26GW,客户17,11602,5
2025-12-22,东莞,KA,KFR-50LW,客户01,21453,6
2025-12-31,东莞,KA,KFR-50LW,客户01,7165,2
2025-12-08,东莞,KA,KFR-50GW,客户26,17410,5
2025-12-15,东莞,KA,KF-26GW,客户17,4449,2
2025-12-10,东莞,KA,KFR-35GW,客户06,17534,6
2025-12-07,东莞,KA,KFR-50LW,客户17,18479,5
2025-12-17,东莞,B2B,KFR-26GW,客户16,13013,5
2025-12-26,东莞,B2B,KFR-32GW,客户04,47000,17
2025-12-17,东莞,B2B,KF-35GW,客户15,16250,6
2025-12-28,东莞,B2B,KFR-50LW,客户26,56260,14
2025-12-31,东莞,B2B,KFR-32GW,客户04,39484,15
2025-12-13,东莞,O2O,KFR-32GW,客户09,3221,1
2025-12-06,东莞,O2O,KF-26GW,客户21,2549,1
2025-12-08,南宁,传统,KF-32GW,客户12,3909,2
2025-12-24,南宁,传统,KF-26GW,客户21,1843,1
2025-12-15,南宁,传统,KF-50GW,客户13,2658,1
2025-12-23,南宁,传统,KFR-50LW,客户21,6504,2
2025-12-16,南宁,传统,KFR-35GW,客户11,4818,2
2025-12-09,南宁,传统,KFR-26GW,客户08,5723,3
2025-12-13,南宁,传统,KF-32GW,客户15,4003,2
2025-12-19,南宁,KA,KFR-32GW,客户27,8172,3
2025-12-12,南宁,KA,KFR-32GW,客户03,16328,6
2025-12-02,南宁,KA,KFR-50LW,客户09,10863,3
2025-12-24,南宁,KA,KFR-32GW,客户02,7902,3
2025-12-17,南宁,KA,KF-26GW,客户01,4320,2
2025-12-10,南宁,KA,KFR-120LW,客户13,9791,2
2025-12-07,南宁,KA,KF-32GW,客户02,7597,3
2025-12-13,南宁,B2B,KFR-50GW,客户03,34351,10
2025-12-17,南宁,B2B,KFR-50LW,客户14,27878,7
2025-12-17,南宁,B2B,KFR-32GW,客户19,57671,20
2025-12-27,南宁,B2B,KF-50GW,客户01,33491,10
2025-12-02,南宁,O2O,KF-35GW,客户22,6477,2
2025-12-22,南宁,O2O,KF-26GW,客户01,5098,2
2025-12-24,长沙,传统,KFR-35GW,客户08,2362,1
2025-12-25,长沙,传统,KF-35GW,客户09,6709,3
2025-12-10,长沙,传统,KFR-100LW,客户04,11095,3
2025-12-03,长沙,传统,KFR-50LW,客户01,9366,3
2025-12-12,长沙,KA,KF-26GW,客户20,4369,2
2025-12-11,长沙,KA,KFR-35GW,客户04,11302,4
2025-12-17,长沙,KA,KF-35GW,客户23,13537,5
2025-12-20,长沙,KA,KFR-50GW,客户19,20099,6
2025-12-03,长沙,B2B,KF-26GW,客户02,30901,15
2025-12-09,长沙,B2B,KF-26GW,客户29,16137,7
2025-12-30,长沙,O2O,KFR-72LW,客户03,10311,2
